fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"180","1216","1228",{41F8340E-0F3A-47C6-832C-C245557C01CF},"0",VOPA_100,ARBRE,CTSP,"1",,,"35",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,,AUC,,, ,O,2021-10-05T16:10:44.000,TVJV,Jocelyn Gosselin 1941-,DHP
"181","1217","1229",{613D9F22-5C9C-4A9F-8552-59619DC9F0E4},"0",VOPA_100,ARBRE,QURO,"1",,,"23",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T16:09:23.000,TVJV,George Hilgers 1930-2005,DHP
"182","1218","1230",{B33A9BA0-79CA-4D39-9188-D26DFD25608D},"0",VOPA_100,ARBRE,PIAB,"1",,,"38",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,écoulement,AUC,,, ,O,2021-10-05T16:07:41.000,TVJV,,DHP
"183","1219","1231",{BF6372CC-E681-467A-AFF1-73B48F4E456D},"0",VOPA_100,ARBRE,PNST,"1",,,"28",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"écoulement, branches mortes",AUC,,, ,O,2021-10-05T16:05:20.000,TVJV,,DHP
"184","1220","1232",{974E3D94-F4D3-4FA5-843D-2CE74920E09A},"0",VOPA_100,ARBRE,LADE,,,,"5",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"100",NON, ,ARROSA,2021,WESTHA,,N,,,,DHP
"185","1222","1234",{D2F3A598-F8C3-4B4E-928E-07A279487A08},"0",VOPA_100,ARBRE,PSME,"1",,,"36",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T16:51:38.000,TVJV,,DHP
"186","1223","1235",{25640209-A9F3-4F37-BD78-0F53E7F7C8F0},"0",VOPA_100,ARBRE,PIPU,"1",,,"51",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-08T16:51:33.000,TVJV,,DHP
"187","1224","1236",{8BD280CF-C0D6-42C9-886A-F834E9A62EDF},"0",VOPA_100,ARBRE,PIPU,"1",,,"33",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-10-08T16:52:50.000,TVJV,,DHP
"188","1225","1237",{B7A8E246-27F9-45B1-B3EF-BE30F8D63431},"0",VOPA_100,ARBRE,PIPU,"1",,,"38",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,branches mortes,AUC,,, ,O,2021-10-08T16:54:31.000,TVJV,,DHP
"189","1227","1239",{5EE170A7-C63E-49D4-A4CB-51B0AD44EE41},"0",VOPA_100,ARBRE,PRSE,"1",,,"26",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-05T16:49:27.000,TVJV,,DHP
"190","1228","1240",{16775B9E-64F4-42DD-BFD3-43D1AC3C3AD1},"0",VOPA_100,ARBRE,PIPU,"1",,,"44",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TECCI,AUC,DEP25,"55",NON,,AUC,,, ,O,2021-10-05T16:54:02.000,TVJV,,DHP
"191","1229","1241",{44AD15AD-4467-4B0E-A849-BF28FD42A427},"0",VOPA_100,ARBRE,AMLA,"1",,,"8",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,ARROSA,2021,WESTHA,“Spring flurry “,N,,,,DHP
"192","1230","1242",{16CB3B9F-A4C5-4976-98AC-2D3882CEF51E},"0",VOPA_100,ARBRE,THOC,"1",,,"30",PARC,PUB,AUC,AUC,AUC,AUTRE,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,muret basin,AUC,,, ,O,2021-10-05T17:01:55.000,TVJV,,DHP
"193","1231","1243",{44F04F20-986F-485B-A05E-AE654762D87A},"0",VOPA_100,ARBRE,THOC,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T17:03:30.000,TVJV,,DHP
"194","1232","1244",{F13D8750-F6E3-41A7-B088-C7635E897AF7},"0",VOPA_100,ARBRE,PIPU,"1",,,"47",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"65",NON, ,AUC,,, ,O,2021-10-05T17:05:57.000,TVJV,,DHP
"195","1233","1245",{B8559A74-CBCB-4512-81C2-D74151846E52},"0",VOPA_100,ARBRE,THOC,"1",,,"19",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TEMCI,AUC,DEP51,"20",NON,opprimé,ABSECT,2024,TVERTE, ,O,2021-10-05T17:07:42.000,TVJV,,DHP
"196","1235","1247",{3A6026C0-CBEF-4E61-BEB8-002FBA8B6DCC},"0",VOPA_100,ARBRE,THOC,"2",,,"31,19",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"60",NON, ,AUC,,, ,O,2021-10-05T18:18:15.000,TVJV,,DHP_X
"197","1236","1248",{5C7EA762-430E-4FC9-9AFC-A39B36DB199B},"0",VOPA_100,DESACT,,"1",,,,PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,PIGL disparu,AUC,,, ,O,2021-10-05T18:20:20.000,TVJV,,DHP
"198","1238","1250",{5885878A-1233-4689-B919-D9F8D0F0E23A},"0",VOPA_100,ARBRE,ACPL,"1",,,"43",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP51,"10",NON,,ABSECT,90,TVERTE, ,O,2021-10-05T18:22:42.000,TVJV,,DHP
"199","1239","1251",{8626EDE9-FD63-460C-8EBE-F21C7EC1574C},"0",VOPA_100,ARBRE,GIBI,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,BLMTR,"70",NON, ,ELASSA,2023,TVERTE, ,O,2021-10-05T18:55:18.000,TVJV,,DHP
"200","1240","1252",{CD5DC2AA-2FB9-4440-95B3-7CC18850011D},"0",VOPA_100,SOUCHE,SOAM,"1",,,"20",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON, ,ESDECH,,, ,O,2021-10-05T18:56:24.000,TVJV,,DHS
"201","1241","1253",{05D08A3B-D122-49AE-A0E5-D9A5E94265C3},"0",VOPA_100,ARBRE,SYRE,"1",,,"28",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,drageons,,,,,O,2021-10-05T18:58:09.000,TVJV,Kylie Erin Rosenberg,DHP
"202","1242","1254",{A9112DE9-C101-4EB5-BEFC-55A5632C2A70},"0",VOPA_100,ARBRE,GIBI,"1",,,"15",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,AUC,,, ,O,2021-10-05T18:59:16.000,TVJV,Janice (Jasha) Fijalkowski 1964-2007,DHP
"203","1244","1256",{CF7D7818-3E89-4259-8623-03854D3CBB53},"0",VOPA_100,ARBRE,ACRU,"1",,,"18",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"85",NON,,AUC,,, ,O,2021-10-06T14:45:05.000,TVJV,Alyce Campbell 1998,DHP
"204","1245","1257",{29AA4B9D-6A20-4C1A-B3B4-B65D4D46FF16},"0",VOPA_100,ARBRE,ACRU,"1",,,"27",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-06T14:46:18.000,TVJV,Sean Wall 1968 - 1992 plaque dangereuse à enlever,DHP
