fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"108","1027","1034",{10038883-5D1C-4274-9EE6-2E2F255082C3},"0",VOPA_100,ARBRE,TICO,"1",,,"71",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,FAETR,AUC,"70",NON,,HAFLSD,2023,TVERTE, ,O,2021-10-06T15:07:33.000,TVJV,,DHP
"109","1028","1035",{228D8DB7-4572-4BA5-8219-B2F56C6DEFB0},"0",VOPA_100,ARBRE,ACSA,"1",,,"85",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,REJCI,"50",NON, ,AUC,,, ,O,2021-10-07T12:56:04.000,TVJV,,DHP
"110","1030","1037",{4889261C-9097-4BD9-8EC2-E7D36F13448A},"0",VOPA_100,ARBRE,CTSP,"1",,,"54",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,CPOTR,CARTR,INCTR,DEP50,"30",OUIARB,"Si abattage, contacter Sri Muli FIRST @ 709 693 5736 Pas de défaut structuraux majeurs",ABSECT,90,TVERTE,,O,2021-09-30T18:20:30.000,TVJV,Sanjay Mulay-Shah 1972-1997,DHP
"111","1031","1038",{8E4B06A6-DF24-478F-8044-E1C99BD5E8F0},"0",VOPA_100,ARBRE,GIBI,"1",,,"32",PARC,PUB,AUC,AUC,AUC,AIRJEU,AUC,AUC,AUC,FAECI,AUC,AUC,"80",NON,,ELALLE,2024,TVERTE, allègement tête codominante,O,2021-10-04T18:13:55.000,TVJV,,DHP
"112","1032","1039",{F24B3983-E287-41F9-B6F0-60D5CEB34E7B},"0",VOPA_100,ARBRE,GIBI,"1",,,"48",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-04T18:11:43.000,TVJV,,DHP
"113","1034","1041",{3C152F28-4389-4F9A-8DF8-44C4EE993900},"0",VOPA_100,ARBRE,ACSC,"1",,,"30",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"80",NON,,ELALLE,2024,TVERTE,allègement br codominantes côté O,O,2021-10-08T14:51:00.000,TVJV,G.W. Boright,DHP
"114","1035","1042",{A9C99A2B-F3A9-47B4-87D1-641F03D9C27C},"0",VOPA_100,ARBRE,ACRU,"1",,,"62",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"70",NON, ,AUC,,, ,O,2021-10-08T15:06:28.000,TVJV,,DHP
"115","1036","1043",{99978441-7786-4CC5-8210-9D24A9BFCD91},"0",VOPA_100,ARBRE,TICO,"1",,,"70",PARC,PUB,AUC,AUC,AUC,AUC,AUC,IPETR,AUC,AUC,AUC,REJCI,"60",NON, ,AUC,,, ,O,2021-10-08T13:29:08.000,TVJV,,DHP
"116","1037","1044",{19781D9B-090F-4DA3-B6C2-63971912B62D},"0",VOPA_100,ARBRE,GIBI,"1",,,"47",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TECCI,AUC,REJCI,"65",NON,,AUC,,, ,O,2021-10-07T12:57:33.000,TVJV,,DHP
"155","1174","1186",{6C27B2A8-DFBE-418A-9192-C564347A8ED9},"0",VOPA_100,ARBRE,MASP,"1",,,"10",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T18:46:13.000,TVJV,Gilberte Dubeau 2010,DHP
"156","1177","1189",{97729ED6-8EF5-44FC-AE90-4F0B8AA1C7D3},"0",VOPA_100,ARBRE,ACSC,"1",,,"23",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,BRXCI,AUC,AUC,"80",NON,,ELASSA,2024,TVERTE, ,O,2021-10-05T19:05:06.000,TVJV,Irving Heller 19262003,DHP
"157","1178","1190",{D0F28A40-475F-41B9-AFD0-9EFB3A52F516},"0",VOPA_100,ARBRE,SYRE,"1",,,"14",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-10-05T19:10:18.000,TVJV,,DHP
"158","1179","1191",{5CB8B84F-FB8A-43B2-9FCB-9121F2A80334},"0",VOPA_100,ARBRE,MASP,"1",,,"28",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-05T19:23:31.000,TVJV,Carol Joy Penso Brief,DHP
"159","1181","1193",{843FB3D9-EA6C-4EF3-A02D-52077D0AC1EA},"0",VOPA_100,ARBRE,ACPL,"1",,,"50",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBC,TEMCI,BLSTR,ABSRAC,"35",NON,,ABSECT,2023,TVERTE, ,O,2021-10-05T19:17:15.000,TVJV,,DHP
"160","1182","1194",{79F77026-025B-4812-B8CC-91A1702ECBF5},"0",VOPA_100,ARBRE,TICO,"1",,,"19",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T19:37:24.000,TVJV,Lilita Lidums Skapsts 19292005,DHP
"161","1184","1196",{6BEC7546-3765-4BD0-B8C1-E08ACF38DFEE},"0",VOPA_100,ARBRE,GYDI,"1",,,"17",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,BRXCI,AUC,AUC,"90",NON,,ELASSA,2024,TVERTE, ,O,2021-10-05T20:24:25.000,TVJV,Plaque missing,DHP
"162","1185","1197",{A163156A-E340-4615-96B3-BD834ED20E1F},"0",VOPA_100,ARBRE,GYDI,"1",,,"14",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-10-05T20:29:27.000,TVJV,,DHP
"163","1186","1198",{A19A12E5-B485-4081-9BB4-B3F1E5169D2D},"0",VOPA_100,ARBRE,MASP,"1",,,"25",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,fente,AUC,,, ,O,2021-10-05T19:41:10.000,TVJV,,DHP
"164","1187","1199",{692B7FF1-186F-4B5A-817E-9B2F368A8BC6},"0",VOPA_100,ARBRE,SASP,"1",,,"27",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,BLLTR,AUC,AUC,"70",NON,,AUC,,, ,O,2021-10-05T19:50:24.000,TVJV,Michael w. Guthrie,DHP
"165","1188","1200",{B622422F-0FC4-47AC-86FE-134E226BA126},"0",VOPA_100,ARBRE,SASP,"2",,,"28,16",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FOFTR,CARRAC,AUC,"60",NON,"drageons. Leave log in place, it’s from the mother tree. PD",ELASSA,2023,TVERTE, retirer 1 tronc (16cm) à cause de la fourche basale faible et carie au collet,O,2021-10-05T19:47:24.000,TVJV,,DHP_X
"166","1190","1202",{1B10A408-61C7-45C4-B1CE-ABD4EEF4BB81},"0",VOPA_100,ARBRE,GYDI,"1",,,"18",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"85",NON,,AUC,,, ,O,2021-10-05T20:30:42.000,TVJV,,DHP
"167","1196","1208",{765ACEA0-9203-4BC1-BC82-2A41AA2F6E88},"0",VOPA_100,ARBRE,THOC,"3",,,"35,28,24",PARC,PUB,AUC,AUC,AUC,CLOT,AUTRE,AUC,AUC,FAETR,AUC,AUC,"70",NON,bassin en béton,AUC,,, ,O,2021-10-05T20:40:07.000,TVJV,,DHP_X
"168","1199","1211",{0CD82864-94CD-4A89-A61F-F74EE6EF4443},"0",VOPA_100,ARBRE,TSCA,,,,"7",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"100",NON,,ARROSA,2021,WESTHA,,N,,,,DHP
"169","1200","1212",{C56B3EA4-6516-4D8A-ABC6-C6339B5C9488},"0",VOPA_100,ARBRE,SAALTR,,,,"7",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"100",NON,,ARROSA,2021,WESTHA,,N,,,,DHP
"170","1201","1213",{19A9F25F-3D26-4AAC-99F1-EC3D702CB7C7},"0",VOPA_100,ARBRE,ACSC,"1",,,"24",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-05T20:41:51.000,TVJV,,DHP
"171","1202","1214",{2B08517A-B00B-40E9-A63B-05D83AB1E266},"0",VOPA_100,ARBRE,ULAM,"1",,,"34",PARC,PUB,AUC,AUC,AUC,AUTRE,AUC,AUC,AUC,FAETR,AUC,AUC,"70",NON,Mur de bassin,AUC,,, ,O,2021-10-05T20:51:42.000,TVJV,,DHP
"172","1205","1217",{E947A0EA-6642-49B1-989F-DEAB1027B7DF},"0",VOPA_100,ARBRE,THOC,"2",,,"32,7",PARC,PUB,AUC,AUC,AUC,AUTRE,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Mur de bassin,AUC,,, ,O,2021-10-05T20:53:15.000,TVJV,,DHP_X
"173","1209","1221",{C0F6F1E7-7EC1-4830-AD64-D755EE7A8280},"0",VOPA_100,ARBRE,PNNIAU,"1",,,"29",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"trous de pic, écoulement",AUC,,, ,O,2021-10-05T16:13:29.000,TVJV,,DHP
"174","1210","1222",{3878F354-9F76-4D51-BA6C-262422BD5E51},"0",VOPA_100,ARBRE,PNSY,"1",,,"23",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP50,"50",NON,"dÃ©perisement, trous de pic, écoulement",AUC,,, ,O,2021-10-05T16:15:29.000,TVJV,,DHP
"175","1211","1223",{B7AEA799-C2A5-4032-BFB8-8053A6E6C206},"0",VOPA_100,ARBRE,THOC,"3",,,"32,27,26",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"75",NON, ,HAFLSD,2023,TVERTE, ,O,2021-10-05T16:18:19.000,TVJV,,DHP_X
"176","1212","1224",{2422234D-56B3-487B-8EC6-339D67F02094},"0",VOPA_100,ARBRE,,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"65",NON,Picea omorika,AUC,,, ,O,2021-10-05T16:19:50.000,TVJV,,DHP
"177","1213","1225",{02F51774-EF0C-466A-8E77-23A97E519E42},"0",VOPA_100,,,"1",,,,PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,"dÃ©perisement, Ã©coulement, branches mortes",AUC,,, ,O,2021-10-05T16:25:04.000,TVJV,,DHP
"178","1214","1226",{7DEF3651-0F26-49F1-AAF3-44501DCCD285},"0",VOPA_100,SOUCHE,PNSY,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"30",NON,branches mortes,ESDECH,,, ,O,2021-10-05T16:23:00.000,TVJV,,DHS
"179","1215","1227",{154889AF-6978-4D81-8518-51EA51A4A1B7},"0",VOPA_100,ARBRE,PNSY,"1",,,"17",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,PEUCI,"60",NON,,AUC,,, ,O,2021-10-05T16:22:38.000,TVJV,,DHP
"180","1216","1228",{41F8340E-0F3A-47C6-832C-C245557C01CF},"0",VOPA_100,ARBRE,CTSP,"1",,,"35",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,,AUC,,, ,O,2021-10-05T16:10:44.000,TVJV,Jocelyn Gosselin 1941-,DHP
"181","1217","1229",{613D9F22-5C9C-4A9F-8552-59619DC9F0E4},"0",VOPA_100,ARBRE,QURO,"1",,,"23",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T16:09:23.000,TVJV,George Hilgers 1930-2005,DHP
"182","1218","1230",{B33A9BA0-79CA-4D39-9188-D26DFD25608D},"0",VOPA_100,ARBRE,PIAB,"1",,,"38",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,écoulement,AUC,,, ,O,2021-10-05T16:07:41.000,TVJV,,DHP
"183","1219","1231",{BF6372CC-E681-467A-AFF1-73B48F4E456D},"0",VOPA_100,ARBRE,PNST,"1",,,"28",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"écoulement, branches mortes",AUC,,, ,O,2021-10-05T16:05:20.000,TVJV,,DHP
"184","1220","1232",{974E3D94-F4D3-4FA5-843D-2CE74920E09A},"0",VOPA_100,ARBRE,LADE,,,,"5",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"100",NON, ,ARROSA,2021,WESTHA,,N,,,,DHP
"185","1222","1234",{D2F3A598-F8C3-4B4E-928E-07A279487A08},"0",VOPA_100,ARBRE,PSME,"1",,,"36",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T16:51:38.000,TVJV,,DHP
"186","1223","1235",{25640209-A9F3-4F37-BD78-0F53E7F7C8F0},"0",VOPA_100,ARBRE,PIPU,"1",,,"51",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-08T16:51:33.000,TVJV,,DHP
"187","1224","1236",{8BD280CF-C0D6-42C9-886A-F834E9A62EDF},"0",VOPA_100,ARBRE,PIPU,"1",,,"33",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-10-08T16:52:50.000,TVJV,,DHP
"188","1225","1237",{B7A8E246-27F9-45B1-B3EF-BE30F8D63431},"0",VOPA_100,ARBRE,PIPU,"1",,,"38",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,branches mortes,AUC,,, ,O,2021-10-08T16:54:31.000,TVJV,,DHP
"189","1227","1239",{5EE170A7-C63E-49D4-A4CB-51B0AD44EE41},"0",VOPA_100,ARBRE,PRSE,"1",,,"26",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-05T16:49:27.000,TVJV,,DHP
"190","1228","1240",{16775B9E-64F4-42DD-BFD3-43D1AC3C3AD1},"0",VOPA_100,ARBRE,PIPU,"1",,,"44",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TECCI,AUC,DEP25,"55",NON,,AUC,,, ,O,2021-10-05T16:54:02.000,TVJV,,DHP
"191","1229","1241",{44AD15AD-4467-4B0E-A849-BF28FD42A427},"0",VOPA_100,ARBRE,AMLA,"1",,,"8",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,ARROSA,2021,WESTHA,“Spring flurry “,N,,,,DHP
"192","1230","1242",{16CB3B9F-A4C5-4976-98AC-2D3882CEF51E},"0",VOPA_100,ARBRE,THOC,"1",,,"30",PARC,PUB,AUC,AUC,AUC,AUTRE,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,muret basin,AUC,,, ,O,2021-10-05T17:01:55.000,TVJV,,DHP
"193","1231","1243",{44F04F20-986F-485B-A05E-AE654762D87A},"0",VOPA_100,ARBRE,THOC,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-05T17:03:30.000,TVJV,,DHP
"194","1232","1244",{F13D8750-F6E3-41A7-B088-C7635E897AF7},"0",VOPA_100,ARBRE,PIPU,"1",,,"47",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"65",NON, ,AUC,,, ,O,2021-10-05T17:05:57.000,TVJV,,DHP
"195","1233","1245",{B8559A74-CBCB-4512-81C2-D74151846E52},"0",VOPA_100,ARBRE,THOC,"1",,,"19",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TEMCI,AUC,DEP51,"20",NON,opprimé,ABSECT,2024,TVERTE, ,O,2021-10-05T17:07:42.000,TVJV,,DHP
"196","1235","1247",{3A6026C0-CBEF-4E61-BEB8-002FBA8B6DCC},"0",VOPA_100,ARBRE,THOC,"2",,,"31,19",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"60",NON, ,AUC,,, ,O,2021-10-05T18:18:15.000,TVJV,,DHP_X
"197","1236","1248",{5C7EA762-430E-4FC9-9AFC-A39B36DB199B},"0",VOPA_100,DESACT,,"1",,,,PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,PIGL disparu,AUC,,, ,O,2021-10-05T18:20:20.000,TVJV,,DHP
"198","1238","1250",{5885878A-1233-4689-B919-D9F8D0F0E23A},"0",VOPA_100,ARBRE,ACPL,"1",,,"43",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP51,"10",NON,,ABSECT,90,TVERTE, ,O,2021-10-05T18:22:42.000,TVJV,,DHP
"199","1239","1251",{8626EDE9-FD63-460C-8EBE-F21C7EC1574C},"0",VOPA_100,ARBRE,GIBI,"1",,,"27",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,BLMTR,"70",NON, ,ELASSA,2023,TVERTE, ,O,2021-10-05T18:55:18.000,TVJV,,DHP
"200","1240","1252",{CD5DC2AA-2FB9-4440-95B3-7CC18850011D},"0",VOPA_100,SOUCHE,SOAM,"1",,,"20",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON, ,ESDECH,,, ,O,2021-10-05T18:56:24.000,TVJV,,DHS
"201","1241","1253",{05D08A3B-D122-49AE-A0E5-D9A5E94265C3},"0",VOPA_100,ARBRE,SYRE,"1",,,"28",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,drageons,,,,,O,2021-10-05T18:58:09.000,TVJV,Kylie Erin Rosenberg,DHP
"202","1242","1254",{A9112DE9-C101-4EB5-BEFC-55A5632C2A70},"0",VOPA_100,ARBRE,GIBI,"1",,,"15",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,AUC,,, ,O,2021-10-05T18:59:16.000,TVJV,Janice (Jasha) Fijalkowski 1964-2007,DHP
"203","1244","1256",{CF7D7818-3E89-4259-8623-03854D3CBB53},"0",VOPA_100,ARBRE,ACRU,"1",,,"18",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"85",NON,,AUC,,, ,O,2021-10-06T14:45:05.000,TVJV,Alyce Campbell 1998,DHP
"204","1245","1257",{29AA4B9D-6A20-4C1A-B3B4-B65D4D46FF16},"0",VOPA_100,ARBRE,ACRU,"1",,,"27",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-06T14:46:18.000,TVJV,Sean Wall 1968 - 1992 plaque dangereuse à enlever,DHP
"205","1247","1259",{23AA203C-C9F4-46C5-9AF7-46724D699CF0},"0",VOPA_100,ARBRE,PIPU,"1",,,"24",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,AUC,,, ,O,2021-10-07T13:00:12.000,TVJV,,DHP
"206","1248","1260",{78EB4AEB-789E-41B3-BD17-B2F2CD545742},"0",VOPA_100,ARBRE,PIPU,"1",,,"18",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"40",NON,"branches mortes, opprimé",AUC,,, ,O,2021-10-07T13:01:36.000,TVJV,,DHP
"207","1249","1261",{68A73995-3260-4D41-884B-62F2FFEAEA46},"0",VOPA_100,ARBRE,PIPU,"1",,,"36",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,AUC,,, ,O,2021-10-07T12:59:21.000,TVJV,,DHP
